354.000000 673.000000
515.000000 276.000000
983.000000 783.000000
385.000000 392.000000
47.000000 234.000000
103.000000 386.000000
977.000000 730.000000
324.000000 344.000000
669.000000 405.000000
838.000000 863.000000
515.000000 992.000000
966.000000 982.000000
359.000000 99.000000
46.000000 331.000000
780.000000 588.000000
619.000000 135.000000
261.000000 135.000000
412.000000 244.000000
918.000000 798.000000
637.000000 966.000000
33.000000 740.000000
353.000000 10.000000
471.000000 677.000000
355.000000 141.000000
82.000000 194.000000
5.000000 597.000000
186.000000 971.000000
580.000000 546.000000
70.000000 626.000000
878.000000 851.000000
215.000000 498.000000
987.000000 476.000000
633.000000 400.000000
720.000000 552.000000
198.000000 358.000000
518.000000 231.000000
99.000000 871.000000
242.000000 570.000000
548.000000 597.000000
712.000000 631.000000
791.000000 717.000000
229.000000 978.000000
689.000000 809.000000
525.000000 760.000000
436.000000 404.000000
611.000000 651.000000
902.000000 599.000000
128.000000 536.000000
999.000000 849.000000
88.000000 198.000000
207.000000 606.000000
430.000000 306.000000
478.000000 672.000000
877.000000 27.000000
270.000000 590.000000
658.000000 62.000000
308.000000 887.000000
41.000000 997.000000
697.000000 566.000000
757.000000 134.000000
970.000000 369.000000
786.000000 873.000000
969.000000 914.000000
409.000000 968.000000
764.000000 498.000000
167.000000 971.000000
105.000000 597.000000
278.000000 583.000000
269.000000 156.000000
610.000000 540.000000
747.000000 269.000000
603.000000 55.000000
157.000000 644.000000
52.000000 855.000000
210.000000 810.000000
989.000000 181.000000
180.000000 776.000000
55.000000 149.000000
690.000000 464.000000
118.000000 454.000000
963.000000 285.000000
426.000000 68.000000
882.000000 705.000000
652.000000 152.000000
862.000000 263.000000
693.000000 609.000000
532.000000 296.000000
664.000000 689.000000
940.000000 717.000000
545.000000 151.000000
528.000000 534.000000
332.000000 708.000000
310.000000 387.000000
858.000000 1.000000
852.000000 977.000000
456.000000 816.000000
262.000000 883.000000
885.000000 145.000000
588.000000 537.000000
297.000000 451.000000
801.000000 990.000000
60.000000 333.000000
287.000000 725.000000
23.000000 227.000000
443.000000 569.000000
378.000000 971.000000
103.000000 711.000000
680.000000 414.000000
99.000000 539.000000
415.000000 952.000000
516.000000 872.000000
769.000000 778.000000
755.000000 654.000000
923.000000 344.000000
192.000000 221.000000
795.000000 993.000000
212.000000 856.000000
327.000000 499.000000
581.000000 351.000000
727.000000 25.000000
920.000000 105.000000
996.000000 24.000000
817.000000 677.000000
438.000000 917.000000
216.000000 854.000000
870.000000 732.000000
727.000000 639.000000
511.000000 482.000000
293.000000 435.000000
827.000000 486.000000
656.000000 623.000000
480.000000 869.000000
479.000000 807.000000
368.000000 61.000000
159.000000 95.000000
86.000000 80.000000
201.000000 83.000000
104.000000 19.000000
760.000000 543.000000
937.000000 977.000000
398.000000 807.000000
709.000000 125.000000
446.000000 221.000000
608.000000 740.000000
656.000000 435.000000
226.000000 313.000000
58.000000 706.000000
182.000000 538.000000
514.000000 551.000000
600.000000 674.000000
646.000000 687.000000
754.000000 848.000000
771.000000 859.000000
868.000000 531.000000
402.000000 805.000000
509.000000 800.000000
612.000000 218.000000
926.000000 58.000000
439.000000 534.000000
799.000000 96.000000
969.000000 25.000000
409.000000 28.000000
731.000000 591.000000
567.000000 246.000000
142.000000 168.000000
920.000000 789.000000
855.000000 675.000000
638.000000 627.000000
534.000000 506.000000
159.000000 936.000000
312.000000 668.000000
737.000000 925.000000
887.000000 664.000000
984.000000 327.000000
198.000000 783.000000
423.000000 168.000000
808.000000 832.000000
196.000000 540.000000
424.000000 764.000000
786.000000 566.000000
932.000000 707.000000
356.000000 788.000000
382.000000 994.000000
415.000000 916.000000
501.000000 575.000000
853.000000 813.000000
243.000000 591.000000
738.000000 130.000000
255.000000 722.000000
457.000000 454.000000
505.000000 880.000000
622.000000 314.000000
713.000000 819.000000
854.000000 137.000000
583.000000 641.000000
704.000000 516.000000
348.000000 60.000000
305.000000 731.000000
54.000000 721.000000
647.000000 556.000000
296.000000 501.000000
369.000000 539.000000
92.000000 108.000000
669.000000 348.000000
831.000000 127.000000
802.000000 337.000000
8.000000 424.000000
651.000000 721.000000
